timestamp,open,high,low,close,volume
1704069420,42116.742019,42130.827737,42075.199866,42089.285584,10.989665
1704069480,42089.285584,42109.618838,42042.041262,42062.374516,5.018906
1704069540,42062.374516,42102.219399,42045.269408,42085.114291,8.883779
1704069600,42085.114291,42135.112228,42060.989955,42110.987892,10.767919
1704069660,42110.987892,42154.750846,42086.369719,42130.132673,9.980112
1704069720,42130.132673,42147.782043,42090.901026,42108.550396,13.749335
1704069780,42108.550396,42119.78994,42105.974695,42117.214239,5.709682
1704069840,42117.214239,42141.254787,42097.947891,42121.988439,3.862552
1704069900,42121.988439,42151.920072,42100.269326,42130.200958,5.016995
1704069960,42130.200958,42174.026024,42116.600109,42160.425174,9.981328
1704070020,42160.425174,42182.539061,42146.696836,42168.810723,9.493769
1704070080,42168.810723,42216.756135,42144.618558,42192.563969,8.30677
1704070140,42192.563969,42206.765682,42181.48729,42195.689003,4.631129
1704070200,42195.689003,42237.739863,42164.243064,42206.293923,10.300602
1704070260,42206.293923,42233.629838,42201.123422,42228.459337,4.325886
1704070320,42228.459337,42231.234309,42177.329883,42180.104855,11.476849
1704070380,42180.104855,42241.971777,42108.295695,42170.162617,16.572315
1704070440,42170.162617,42204.999178,42120.303583,42155.140144,9.099353
1704070500,42155.140144,42192.353652,42097.229233,42134.442741,9.749324
1704070560,42134.442741,42138.230099,42122.224543,42126.011901,6.521421
1704070620,42126.011901,42187.671573,42115.606636,42177.266309,2.56936
1704070680,42177.266309,42180.25925,42145.911741,42148.904682,6.191842
1704070740,42148.904682,42193.666258,42137.648893,42182.410469,4.721314
1704070800,42182.410469,42186.294998,42122.616669,42126.501198,3.658986
1704070860,42126.501198,42163.244516,42079.315677,42116.058995,13.16708
1704070920,42116.058995,42133.921998,42104.522403,42122.385406,8.818588
1704070980,42122.385406,42171.616805,42093.755957,42142.987356,9.139063
1704071040,42142.987356,42184.11903,42126.684424,42167.816097,7.072933
1704071100,42167.816097,42196.95688,42166.290686,42195.431468,7.481387
1704071160,42195.431468,42222.563594,42157.372982,42184.505108,10.893652
1704071220,42184.505108,42196.018049,42158.235173,42169.748115,7.902989
1704071280,42169.748115,42236.13673,42133.157919,42199.546534,9.592082
1704071340,42199.546534,42201.504911,42191.974157,42193.932534,7.411987
1704071400,42193.932534,42198.911979,42146.757103,42151.736548,6.973541
1704071460,42151.736548,42179.901389,42086.215285,42114.380126,3.779258
1704071520,42114.380126,42120.169893,42078.465696,42084.255463,2.066753
1704071580,42084.255463,42142.074672,42044.019722,42101.838932,7.215314
1704071640,42101.838932,42130.541849,42078.775538,42107.478455,8.16949
1704071700,42107.478455,42137.320095,42101.745541,42131.587181,4.14161
1704071760,42131.587181,42164.919725,42084.698785,42118.031328,7.896575
1704071820,42118.031328,42195.21753,42047.029845,42124.216047,8.161258
1704071880,42124.216047,42160.979622,42109.382666,42146.146242,1.531976
1704071940,42146.146242,42182.433408,42100.272877,42136.560043,5.254626
1704072000,42136.560043,42158.968365,42130.395133,42152.803454,9.221792
1704072060,42152.803454,42156.626813,42127.506996,42131.330354,9.161176
1704072120,42131.330354,42142.262865,42109.005258,42119.937768,4.538975
1704072180,42119.937768,42121.502073,42106.354557,42107.918861,8.475344
1704072240,42107.918861,42110.70537,42065.709521,42068.496031,11.067222
1704072300,42068.496031,42096.040889,42058.185031,42085.729889,10.331219
1704072360,42085.729889,42121.021619,42035.478421,42070.770151,7.714143
1704072420,42070.770151,42110.998165,42031.804082,42072.032095,6.596071
1704072480,42072.032095,42105.554448,42055.535418,42089.057771,6.111967
1704072540,42089.057771,42111.928073,42082.067507,42104.937808,9.403459
1704072600,42104.937808,42143.26642,42089.870517,42128.199129,8.585312
1704072660,42128.199129,42128.414113,42125.50757,42125.722553,9.888212
1704072720,42125.722553,42145.808409,42092.215952,42112.301808,8.395621
1704072780,42112.301808,42116.858933,42105.901276,42110.458401,10.456292
1704072840,42110.458401,42127.012436,42037.940254,42054.494289,8.283778
1704072900,42054.494289,42085.401784,41975.769024,42006.676519,10.354066
1704072960,42006.676519,42046.43702,41923.329008,41963.089509,10.612468
1704073020,41963.089509,41975.531703,41918.021221,41930.463415,5.58642
1704073080,41930.463415,41969.218643,41905.959392,41944.71462,2.575568
1704073140,41944.71462,41975.948806,41883.945683,41915.179869,12.630479
1704073200,41915.179869,41943.59283,41874.926283,41903.339244,8.769976
1704073260,41903.339244,41963.210485,41887.883195,41947.754437,2.856542
1704073320,41947.754437,41962.810035,41921.583687,41936.639286,5.858542
1704073380,41936.639286,41975.312632,41923.555616,41962.228962,10.315623
1704073440,41962.228962,41989.836928,41904.129981,41931.737947,7.16097
1704073500,41931.737947,41949.364926,41908.058556,41925.685535,6.463816
1704073560,41925.685535,41959.766364,41860.590437,41894.671265,12.202646
1704073620,41894.671265,41914.639938,41864.178865,41884.147537,4.858139
1704073680,41884.147537,41945.933642,41851.365625,41913.15173,5.60554
1704073740,41913.15173,41934.252739,41835.009879,41856.110888,8.634159
1704073800,41856.110888,41908.865222,41818.743132,41871.497465,9.171365
1704073860,41871.497465,41887.12598,41864.670783,41880.299297,9.489029
1704073920,41880.299297,41909.240032,41832.293966,41861.234701,10.733714
1704073980,41861.234701,41867.266838,41807.639816,41813.671953,8.595736
1704074040,41813.671953,41819.481133,41811.111972,41816.921152,9.468152
1704074100,41816.921152,41818.902191,41798.066453,41800.047492,7.222372
1704074160,41800.047492,41837.103683,41771.608892,41808.665082,8.188095
1704074220,41808.665082,41819.295053,41799.602202,41810.232172,8.322603
1704074280,41810.232172,41873.523084,41801.389486,41864.680397,8.645294
1704074340,41864.680397,41889.509275,41832.672991,41857.501869,10.317619
1704074400,41857.501869,41868.802332,41812.779068,41824.079531,9.665437
1704074460,41824.079531,41830.993022,41824.001511,41830.915002,8.132651
1704074520,41830.915002,41857.937469,41812.092086,41839.114554,5.572622
1704074580,41839.114554,41891.397456,41833.187859,41885.470761,8.203014
1704074640,41885.470761,41918.933369,41880.839003,41914.301611,7.915947
1704074700,41914.301611,41933.904348,41907.505517,41927.108254,8.579545
1704074760,41927.108254,42021.67159,41882.494837,41977.058173,14.619576
1704074820,41977.058173,41979.53535,41935.518104,41937.995281,6.428682
1704074880,41937.995281,41944.129372,41911.241103,41917.375194,9.266867
1704074940,41917.375194,41970.088943,41834.438988,41887.152737,11.205386
1704075000,41887.152737,41909.619659,41852.462923,41874.929845,8.294006
1704075060,41874.929845,41881.532411,41823.070344,41829.672909,15.013535
1704075120,41829.672909,41868.992351,41812.45042,41851.769862,6.865882
1704075180,41851.769862,41886.460533,41810.476417,41845.167088,8.972268
1704075240,41845.167088,41849.30341,41792.658741,41796.795063,5.603583
1704075300,41796.795063,41829.081171,41731.399651,41763.685759,6.945426
1704075360,41763.685759,41776.543986,41762.139132,41774.997359,8.746802
1704075420,41774.997359,41804.786769,41774.063599,41803.853009,10.538912
1704075480,41803.853009,41873.751454,41801.622183,41871.520629,8.957285
1704075540,41871.520629,41970.175755,41871.425032,41970.080157,11.777345
1704075600,41970.080157,42028.134386,41926.782161,41984.83639,7.715104
1704075660,41984.83639,42043.224405,41894.064091,41952.452106,7.003494
1704075720,41952.452106,42002.749103,41831.49807,41881.795067,16.111955
1704075780,41881.795067,41905.256219,41868.142489,41891.603641,9.182713
1704075840,41891.603641,41891.968568,41864.840541,41865.205469,5.841555
1704075900,41865.205469,41882.534874,41834.804195,41852.1336,5.917209
1704075960,41852.1336,41864.007847,41820.606966,41832.481213,5.17196
1704076020,41832.481213,41842.124695,41818.962854,41828.606336,10.809708
1704076080,41828.606336,41890.727056,41803.008899,41865.129619,6.906868
1704076140,41865.129619,41897.10858,41839.248291,41871.227252,8.382087
1704076200,41871.227252,41875.850794,41862.127586,41866.751128,7.809474
1704076260,41866.751128,41890.913591,41808.752114,41832.914577,10.194477
1704076320,41832.914577,41839.748879,41770.907853,41777.742155,5.459768
1704076380,41777.742155,41791.811458,41748.257775,41762.327077,4.773283
1704076440,41762.327077,41779.812148,41743.880397,41761.365468,8.672892
1704076500,41761.365468,41824.084199,41758.589876,41821.308608,9.802878
1704076560,41821.308608,41826.537582,41821.274983,41826.503958,8.997597
1704076620,41826.503958,41897.232642,41789.509045,41860.23773,5.571639
1704076680,41860.23773,41921.770832,41782.82434,41844.357442,10.032455
1704076740,41844.357442,41879.917678,41769.985535,41805.545771,5.768417
1704076800,41805.545771,41835.299062,41744.362626,41774.115916,6.435384
1704076860,41774.115916,41783.215753,41741.621573,41750.72141,5.168139
1704076920,41750.72141,41829.099577,41744.332367,41822.710534,11.903475
1704076980,41822.710534,41860.51071,41758.273205,41796.073381,9.900265
1704077040,41796.073381,41849.678237,41771.350866,41824.955722,9.81498
1704077100,41824.955722,41846.543354,41774.002991,41795.590623,11.741634
1704077160,41795.590623,41889.260164,41733.917751,41827.587292,16.437948
1704077220,41827.587292,41886.539692,41782.354949,41841.307349,2.872322
1704077280,41841.307349,41851.643141,41826.565468,41836.90126,5.78487
1704077340,41836.90126,41846.027864,41827.247095,41836.373699,6.151475
1704077400,41836.373699,41865.206285,41786.467995,41815.300581,5.447541
1704077460,41815.300581,41878.953445,41767.409108,41831.061972,4.76725
1704077520,41831.061972,41833.994496,41813.742589,41816.675114,7.101041
1704077580,41816.675114,41841.68719,41751.518047,41776.530123,4.350189
1704077640,41776.530123,41778.654849,41732.55167,41734.676395,9.005127
1704077700,41734.676395,41781.350709,41694.599617,41741.273931,8.155095
1704077760,41741.273931,41813.981741,41722.165955,41794.873765,9.443086
1704077820,41794.873765,41804.787246,41791.146103,41801.059584,9.523185
1704077880,41801.059584,41810.243665,41788.744275,41797.928356,9.809021
1704077940,41797.928356,41818.795441,41787.456075,41808.32316,6.879773
1704078000,41808.32316,41886.024178,41775.163412,41852.86443,14.36343
1704078060,41852.86443,41882.51454,41831.397606,41861.047716,8.703293
1704078120,41861.047716,41881.140132,41828.033041,41848.125456,2.412546
1704078180,41848.125456,41901.921188,41832.220718,41886.016449,4.992873
1704078240,41886.016449,41901.491513,41885.748985,41901.224049,2.778491
1704078300,41901.224049,41988.22142,41866.577424,41953.574794,8.052004
1704078360,41953.574794,41968.52502,41945.614094,41960.56432,7.634584
1704078420,41960.56432,41969.754019,41911.129615,41920.319314,6.594723
1704078480,41920.319314,41935.720179,41859.898111,41875.298976,14.032778
1704078540,41875.298976,41935.027716,41871.751877,41931.480617,9.646949
1704078600,41931.480617,42028.772784,41892.888813,41990.18098,10.178295
1704078660,41990.18098,42015.561179,41959.610471,41984.990669,5.20678
1704078720,41984.990669,41991.454189,41966.49808,41972.9616,5.002565
1704078780,41972.9616,42041.817042,41954.048222,42022.903664,8.110416
1704078840,42022.903664,42071.619646,41937.826861,41986.542842,8.519021
1704078900,41986.542842,42035.896873,41907.985508,41957.339539,2.431065
1704078960,41957.339539,42010.709206,41926.408841,41979.778508,7.459079
1704079020,41979.778508,42003.109001,41944.037097,41967.36759,8.042216
1704079080,41967.36759,42005.426456,41929.976116,41968.034982,7.354553
1704079140,41968.034982,41994.680416,41936.741664,41963.387098,5.559829
1704079200,41963.387098,42023.575069,41930.066795,41990.254766,6.381394
1704079260,41990.254766,42065.386175,41977.987178,42053.118588,7.469422
1704079320,42053.118588,42082.33766,42042.510789,42071.729861,8.2724
1704079380,42071.729861,42111.573275,42069.142768,42108.986183,9.814375
1704079440,42108.986183,42125.402064,42039.120043,42055.535924,11.242569
1704079500,42055.535924,42086.477927,42038.517672,42069.459674,7.116957
1704079560,42069.459674,42087.43478,42038.672827,42056.647932,6.631531
1704079620,42056.647932,42078.828044,42009.029123,42031.209235,9.312967
1704079680,42031.209235,42088.729978,41959.714518,42017.235261,9.832535
1704079740,42017.235261,42029.051831,42009.734135,42021.550705,6.697399
1704079800,42021.550705,42090.296816,41999.168243,42067.914353,10.37118
1704079860,42067.914353,42080.250506,42026.514513,42038.850666,10.938756
1704079920,42038.850666,42060.130776,42034.158372,42055.438483,11.875059
1704079980,42055.438483,42073.443466,42036.704452,42054.709435,13.334963
1704080040,42054.709435,42126.163076,41987.792123,42059.245765,5.400752
1704080100,42059.245765,42143.392389,42024.430159,42108.576783,8.041695
1704080160,42108.576783,42188.080051,42062.794604,42142.297872,8.033833
1704080220,42142.297872,42259.991661,42085.329266,42203.023055,7.705779
1704080280,42203.023055,42243.699085,42172.746938,42213.422969,6.052211
1704080340,42213.422969,42246.975251,42171.987894,42205.540176,3.543314
1704080400,42205.540176,42214.724015,42204.414689,42213.598529,8.278038
1704080460,42213.598529,42270.119651,42180.892484,42237.413605,5.694933
1704080520,42237.413605,42269.434002,42226.992974,42259.013371,8.25798
1704080580,42259.013371,42278.8456,42218.16207,42237.994299,5.617869
1704080640,42237.994299,42279.525528,42215.152947,42256.684176,4.701025
1704080700,42256.684176,42293.332541,42243.392575,42280.04094,8.702895
1704080760,42280.04094,42399.486085,42261.510776,42380.955921,8.452765
1704080820,42380.955921,42475.0359,42366.265135,42460.345114,9.737846
1704080880,42460.345114,42474.595625,42432.823799,42447.07431,14.557591
1704080940,42447.07431,42467.443107,42432.652482,42453.021278,8.831869
1704081000,42453.021278,42467.008175,42405.053579,42419.040475,9.455245
1704081060,42419.040475,42447.6136,42386.116839,42414.689964,4.767316
1704081120,42414.689964,42471.254075,42384.536538,42441.100649,4.139278
1704081180,42441.100649,42499.989655,42438.894873,42497.783879,12.748488
1704081240,42497.783879,42506.120418,42480.384929,42488.721467,5.229561
1704081300,42488.721467,42508.922416,42462.006769,42482.207717,4.868168
1704081360,42482.207717,42482.884447,42424.310712,42424.987441,7.882703
1704081420,42424.987441,42449.691527,42410.460941,42435.165027,7.729423
1704081480,42435.165027,42450.89729,42399.071677,42414.80394,5.29248
1704081540,42414.80394,42454.29544,42373.041123,42412.532623,7.08508
1704081600,42412.532623,42445.017847,42365.990456,42398.475681,11.688127
1704081660,42398.475681,42436.447129,42372.996238,42410.967686,5.582019
1704081720,42410.967686,42453.764829,42324.247791,42367.044934,3.818983
1704081780,42367.044934,42380.531635,42319.52422,42333.010921,10.827781
1704081840,42333.010921,42447.469796,42306.416269,42420.875145,9.476891
1704081900,42420.875145,42422.604435,42391.15994,42392.88923,6.138444
1704081960,42392.88923,42403.367234,42360.905325,42371.383328,3.253499
1704082020,42371.383328,42495.439914,42325.341942,42449.398528,5.76613
1704082080,42449.398528,42568.295148,42445.017054,42563.913674,7.835887
1704082140,42563.913674,42603.715162,42499.974512,42539.776,11.497016
1704082200,42539.776,42567.674733,42515.084923,42542.983656,4.890254
1704082260,42542.983656,42609.100241,42504.241412,42570.357997,7.74644
1704082320,42570.357997,42665.43808,42549.967413,42645.047496,10.025434
1704082380,42645.047496,42652.770789,42619.438968,42627.162261,0.856198
1704082440,42627.162261,42653.12661,42608.606208,42634.570556,11.101359
1704082500,42634.570556,42692.97255,42618.477496,42676.879489,4.452648
1704082560,42676.879489,42727.370551,42657.033439,42707.5245,8.995986
1704082620,42707.5245,42711.462222,42706.536907,42710.47463,8.740049
1704082680,42710.47463,42766.298908,42665.88219,42721.706468,11.253759
1704082740,42721.706468,42734.058526,42678.182504,42690.534561,9.652773
1704082800,42690.534561,42723.798451,42664.932646,42698.196535,0.868129
1704082860,42698.196535,42707.391999,42695.700517,42704.895981,5.645662
1704082920,42704.895981,42749.036726,42684.494476,42728.635221,8.414615
1704082980,42728.635221,42740.098232,42713.999224,42725.462235,7.41506
1704083040,42725.462235,42758.671352,42724.19083,42757.399948,9.432832
1704083100,42757.399948,42810.857408,42754.43339,42807.89085,10.3681
1704083160,42807.89085,42850.542406,42786.406327,42829.057882,9.825355
1704083220,42829.057882,42873.990923,42812.032999,42856.966039,7.357175
1704083280,42856.966039,42891.376744,42840.23852,42874.649225,2.460989
1704083340,42874.649225,42905.793397,42859.374504,42890.518676,6.633556
1704083400,42890.518676,42930.063232,42842.086134,42881.630691,9.249104
1704083460,42881.630691,42945.676062,42844.317283,42908.362655,4.728658
1704083520,42908.362655,42930.556832,42898.706876,42920.901054,9.893824
1704083580,42920.901054,43018.370798,42911.274347,43008.744091,10.72518
1704083640,43008.744091,43094.967215,42992.625691,43078.848815,8.380601
1704083700,43078.848815,43108.699455,43078.244733,43108.095373,1.19134
1704083760,43108.095373,43123.604077,43082.222755,43097.73146,4.165735
1704083820,43097.73146,43139.602497,43033.458478,43075.329516,13.658567
1704083880,43075.329516,43141.764492,43065.917222,43132.352198,6.360387
1704083940,43132.352198,43163.030563,43126.706457,43157.384823,2.04757
1704084000,43157.384823,43220.874107,43126.453432,43189.942717,11.705742
1704084060,43189.942717,43246.134306,43089.475261,43145.666851,8.040067
1704084120,43145.666851,43245.867281,43093.468962,43193.669392,11.314821
1704084180,43193.669392,43246.005389,43173.029142,43225.365139,8.830876
1704084240,43225.365139,43226.932589,43201.397863,43202.965312,9.375677
1704084300,43202.965312,43209.457279,43196.161428,43202.653395,9.089028
1704084360,43202.653395,43262.162575,43168.251115,43227.760295,10.092465
1704084420,43227.760295,43246.175506,43227.157442,43245.572653,14.832291
1704084480,43245.572653,43303.45866,43193.579822,43251.465828,10.913019
1704084540,43251.465828,43285.284688,43230.07098,43263.889839,3.258982
1704084600,43263.889839,43275.582916,43259.483798,43271.176875,9.339985
1704084660,43271.176875,43303.878335,43259.772237,43292.473697,11.424442
1704084720,43292.473697,43369.772469,43282.208607,43359.507378,11.608102
1704084780,43359.507378,43414.806796,43231.281139,43286.580556,6.720185
1704084840,43286.580556,43301.087978,43279.887925,43294.395346,11.494833
1704084900,43294.395346,43338.507568,43272.421308,43316.533529,10.783227
1704084960,43316.533529,43383.800846,43275.558453,43342.82577,15.717552
1704085020,43342.82577,43363.168719,43325.623917,43345.966866,5.749995
1704085080,43345.966866,43376.038569,43271.038954,43301.110656,6.477798
1704085140,43301.110656,43353.599116,43276.014323,43328.502782,7.081643
1704085200,43328.502782,43405.868461,43327.109977,43404.475656,6.529334
1704085260,43404.475656,43458.712579,43313.053166,43367.29009,5.329938
1704085320,43367.29009,43429.330427,43351.289574,43413.329912,0.288027
1704085380,43413.329912,43437.621715,43393.691392,43417.983194,6.695902
1704085440,43417.983194,43438.463542,43411.439674,43431.920021,9.108074
1704085500,43431.920021,43496.534655,43346.796518,43411.411152,6.520334
1704085560,43411.411152,43441.814452,43385.45493,43415.85823,13.806144
1704085620,43415.85823,43509.281134,43383.696416,43477.119319,8.040127
1704085680,43477.119319,43586.014923,43404.591189,43513.486793,11.873087
1704085740,43513.486793,43599.046151,43504.397674,43589.957033,8.784261
1704085800,43589.957033,43678.083738,43559.054808,43647.181513,10.479222
1704085860,43647.181513,43699.759781,43626.095974,43678.674243,8.837725
1704085920,43678.674243,43773.565744,43660.950135,43755.841636,12.106354
1704085980,43755.841636,43798.022352,43745.228776,43787.409492,8.167818
1704086040,43787.409492,43847.509916,43772.538119,43832.638542,9.488362
1704086100,43832.638542,43886.7558,43784.340157,43838.457415,9.098999
1704086160,43838.457415,43862.35564,43833.117158,43857.015384,7.135144
1704086220,43857.015384,43866.908834,43838.880261,43848.773712,9.214947
1704086280,43848.773712,43938.85712,43809.657581,43899.74099,14.703159
1704086340,43899.74099,43931.078348,43843.271953,43874.609311,7.188809
1704086400,43874.609311,43922.989361,43854.576159,43902.956209,9.258395
1704086460,43902.956209,43917.725511,43882.369236,43897.138538,11.773337
1704086520,43897.138538,43939.754635,43896.552008,43939.168105,11.42076
1704086580,43939.168105,44007.678087,43897.93942,43966.449401,8.035149
1704086640,43966.449401,44037.458398,43960.405561,44031.414557,0.849834
1704086700,44031.414557,44083.619674,44005.839754,44058.04487,9.550108
1704086760,44058.04487,44065.778947,43995.816867,44003.550944,1.341577
1704086820,44003.550944,44045.499817,43960.125225,44002.074098,12.409812
1704086880,44002.074098,44005.339819,43958.450339,43961.71606,8.508422
1704086940,43961.71606,43981.280856,43924.806344,43944.37114,10.999022
1704087000,43944.37114,44047.988328,43894.794027,43998.411215,5.293667
1704087060,43998.411215,44050.125584,43970.023374,44021.737744,3.342478
1704087120,44021.737744,44044.877448,43974.870365,43998.01007,8.782263
1704087180,43998.01007,44005.134629,43956.097993,43963.222552,7.89919
1704087240,43963.222552,43976.12229,43952.355091,43965.254829,6.525378
1704087300,43965.254829,44014.25999,43874.35984,43923.365001,8.253984
1704087360,43923.365001,43935.706869,43888.324477,43900.666344,16.302308
1704087420,43900.666344,43929.837598,43883.332638,43912.503892,10.503577
1704087480,43912.503892,44025.476686,43841.015047,43953.98784,11.148496
1704087540,43953.98784,43981.919963,43948.346443,43976.278566,10.531811
1704087600,43976.278566,43997.29318,43875.605802,43896.620416,12.438386
1704087660,43896.620416,43919.458668,43885.350157,43908.188409,7.429785
1704087720,43908.188409,43923.163074,43896.622331,43911.596996,1.835716
1704087780,43911.596996,43940.899824,43897.714774,43927.017602,7.434242
1704087840,43927.017602,44011.976061,43899.771779,43984.730238,10.435207
1704087900,43984.730238,44045.589651,43852.208179,43913.067592,5.090599
1704087960,43913.067592,43921.675312,43884.576903,43893.184624,7.470902
1704088020,43893.184624,43934.112132,43873.889717,43914.817225,5.924691
1704088080,43914.817225,43938.920938,43836.061501,43860.165214,12.506088
1704088140,43860.165214,43915.73807,43857.289488,43912.862344,10.248371
1704088200,43912.862344,43933.348196,43906.197398,43926.68325,9.954622
1704088260,43926.68325,43972.152172,43911.853644,43957.322566,9.864804
1704088320,43957.322566,43991.380299,43904.070447,43938.128181,7.888252
1704088380,43938.128181,43976.923547,43928.825673,43967.62104,8.592669
1704088440,43967.62104,44056.60875,43917.112032,44006.099742,4.444446
1704088500,44006.099742,44027.490579,43993.788406,44015.179243,1.440674
1704088560,44015.179243,44034.25174,44005.241755,44024.314252,8.450243
1704088620,44024.314252,44048.115451,44010.91611,44034.717308,8.971971
1704088680,44034.717308,44045.551562,43994.359918,44005.194172,11.627794
1704088740,44005.194172,44011.898921,43994.176116,44000.880865,12.714007
1704088800,44000.880865,44010.854139,43986.418936,43996.392211,12.709995
1704088860,43996.392211,44034.965387,43972.195668,44010.768844,5.005929
1704088920,44010.768844,44092.67174,43964.963387,44046.866282,6.943205
1704088980,44046.866282,44069.628495,43987.699902,44010.462114,9.441003
1704089040,44010.462114,44020.487419,43996.915794,44006.9411,15.595714
1704089100,44006.9411,44069.973665,43996.976106,44060.008671,12.440298
1704089160,44060.008671,44089.784607,44004.911211,44034.687148,11.358191
1704089220,44034.687148,44069.768278,43971.529648,44006.610778,6.836636
1704089280,44006.610778,44047.509571,43973.715093,44014.613886,5.350401
1704089340,44014.613886,44070.596292,43989.25465,44045.237057,10.366724
1704089400,44045.237057,44086.552397,44005.20525,44046.520591,4.698016
1704089460,44046.520591,44116.191927,44024.584904,44094.256241,7.284691
1704089520,44094.256241,44136.091484,44083.537612,44125.372855,7.655666
1704089580,44125.372855,44198.511872,44082.843458,44155.982474,12.778736
1704089640,44155.982474,44177.088403,44155.338451,44176.44438,6.935908
1704089700,44176.44438,44269.348659,44166.763875,44259.668153,0.682251
1704089760,44259.668153,44274.433049,44238.5246,44253.289496,9.513334
1704089820,44253.289496,44257.988691,44178.60081,44183.300005,5.902934
1704089880,44183.300005,44248.656828,44175.569396,44240.926219,8.127893
1704089940,44240.926219,44280.029041,44186.511629,44225.614451,7.739886
1704090000,44225.614451,44262.852796,44193.07773,44230.316076,7.178888
1704090060,44230.316076,44353.731096,44154.148352,44277.563372,10.371022
1704090120,44277.563372,44285.985981,44213.306229,44221.728838,3.401405
1704090180,44221.728838,44226.093245,44173.990148,44178.354555,6.448957
1704090240,44178.354555,44224.738926,44076.295403,44122.679774,10.052114
1704090300,44122.679774,44125.171605,44093.04721,44095.539041,6.157746
1704090360,44095.539041,44144.98388,44062.48797,44111.932809,3.17358
1704090420,44111.932809,44160.08866,44083.161806,44131.317657,10.005666
1704090480,44131.317657,44150.865077,44122.40802,44141.95544,11.369284
1704090540,44141.95544,44166.184269,44068.746845,44092.975674,7.865014
1704090600,44092.975674,44110.719168,43994.700204,44012.443698,2.117463
1704090660,44012.443698,44054.254522,43973.426999,44015.237823,10.117909
1704090720,44015.237823,44029.561189,43985.185305,43999.508671,3.020336
1704090780,43999.508671,44028.769167,43987.301668,44016.562164,8.926398
1704090840,44016.562164,44091.61551,43967.114662,44042.168009,5.337609
1704090900,44042.168009,44097.138718,43992.94928,44047.919989,4.520482
1704090960,44047.919989,44091.532823,44031.98263,44075.595464,6.67427
1704091020,44075.595464,44089.387244,44070.768208,44084.559989,7.450107
1704091080,44084.559989,44119.370553,44069.329599,44104.140163,6.067375
1704091140,44104.140163,44141.427207,44042.878513,44080.165558,9.76611
1704091200,44080.165558,44111.43738,44043.441835,44074.713657,6.661792
1704091260,44074.713657,44091.103367,44066.144415,44082.534125,10.940573
1704091320,44082.534125,44117.763836,44077.132932,44112.362643,8.843519
1704091380,44112.362643,44125.371659,44086.34271,44099.351727,5.907328
1704091440,44099.351727,44133.994959,44083.981202,44118.624434,5.40218
1704091500,44118.624434,44137.009639,44091.739668,44110.124872,3.057511
1704091560,44110.124872,44116.897221,44100.087007,44106.859356,8.8722
1704091620,44106.859356,44154.281519,44089.599623,44137.021785,6.936237
1704091680,44137.021785,44137.254322,44067.352467,44067.585003,0.883413
1704091740,44067.585003,44081.140494,44009.22773,44022.783221,6.392855
